patch_mask8\origin\hist26\image1.mha patch_mask8\label26\image1.mha
patch_mask8\origin\hist30\image45.mha patch_mask8\label30\image45.mha
patch_mask8\origin\hist30\image46.mha patch_mask8\label30\image46.mha
patch_mask8\origin\hist30\image47.mha patch_mask8\label30\image47.mha
patch_mask8\origin\hist30\image48.mha patch_mask8\label30\image48.mha
patch_mask8\origin\hist30\image49.mha patch_mask8\label30\image49.mha
patch_mask8\origin\hist30\image50.mha patch_mask8\label30\image50.mha
patch_mask8\origin\hist30\image51.mha patch_mask8\label30\image51.mha
patch_mask8\origin\hist30\image52.mha patch_mask8\label30\image52.mha
patch_mask8\origin\hist30\image53.mha patch_mask8\label30\image53.mha
patch_mask8\origin\hist30\image54.mha patch_mask8\label30\image54.mha
patch_mask8\origin\hist30\image55.mha patch_mask8\label30\image55.mha
patch_mask8\origin\hist30\image56.mha patch_mask8\label30\image56.mha
patch_mask8\origin\hist30\image57.mha patch_mask8\label30\image57.mha
patch_mask8\origin\hist30\image58.mha patch_mask8\label30\image58.mha
patch_mask8\origin\hist30\image59.mha patch_mask8\label30\image59.mha
patch_mask8\origin\hist30\image60.mha patch_mask8\label30\image60.mha
patch_mask8\origin\hist30\image61.mha patch_mask8\label30\image61.mha
patch_mask8\origin\hist30\image62.mha patch_mask8\label30\image62.mha
patch_mask8\origin\hist30\image63.mha patch_mask8\label30\image63.mha
patch_mask8\origin\hist30\image64.mha patch_mask8\label30\image64.mha
patch_mask8\origin\hist30\image65.mha patch_mask8\label30\image65.mha
patch_mask8\origin\hist30\image66.mha patch_mask8\label30\image66.mha
patch_mask8\origin\hist30\image67.mha patch_mask8\label30\image67.mha
patch_mask8\origin\hist30\image68.mha patch_mask8\label30\image68.mha
patch_mask8\origin\hist30\image69.mha patch_mask8\label30\image69.mha
patch_mask8\origin\hist30\image70.mha patch_mask8\label30\image70.mha
patch_mask8\origin\hist30\image71.mha patch_mask8\label30\image71.mha
patch_mask8\origin\hist30\image72.mha patch_mask8\label30\image72.mha
patch_mask8\origin\hist30\image73.mha patch_mask8\label30\image73.mha
patch_mask8\origin\hist30\image74.mha patch_mask8\label30\image74.mha
patch_mask8\origin\hist30\image75.mha patch_mask8\label30\image75.mha
patch_mask8\origin\hist30\image76.mha patch_mask8\label30\image76.mha
patch_mask8\origin\hist30\image77.mha patch_mask8\label30\image77.mha
patch_mask8\origin\hist30\image78.mha patch_mask8\label30\image78.mha
patch_mask8\origin\hist30\image79.mha patch_mask8\label30\image79.mha
patch_mask8\origin\hist30\image80.mha patch_mask8\label30\image80.mha
patch_mask8\origin\hist30\image81.mha patch_mask8\label30\image81.mha
patch_mask8\origin\hist30\image82.mha patch_mask8\label30\image82.mha
patch_mask8\origin\hist30\image83.mha patch_mask8\label30\image83.mha
patch_mask8\origin\hist30\image84.mha patch_mask8\label30\image84.mha
patch_mask8\origin\hist30\image85.mha patch_mask8\label30\image85.mha
patch_mask8\origin\hist30\image86.mha patch_mask8\label30\image86.mha
patch_mask8\origin\hist30\image87.mha patch_mask8\label30\image87.mha
patch_mask8\origin\hist30\image88.mha patch_mask8\label30\image88.mha
patch_mask8\origin\hist30\image89.mha patch_mask8\label30\image89.mha
patch_mask8\origin\hist30\image90.mha patch_mask8\label30\image90.mha
patch_mask8\origin\hist30\image91.mha patch_mask8\label30\image91.mha
patch_mask8\origin\hist30\image92.mha patch_mask8\label30\image92.mha
patch_mask8\origin\hist30\image93.mha patch_mask8\label30\image93.mha
patch_mask8\origin\hist30\image94.mha patch_mask8\label30\image94.mha
patch_mask8\origin\hist30\image95.mha patch_mask8\label30\image95.mha
patch_mask8\origin\hist30\image96.mha patch_mask8\label30\image96.mha
patch_mask8\origin\hist30\image97.mha patch_mask8\label30\image97.mha
patch_mask8\origin\hist30\image98.mha patch_mask8\label30\image98.mha
patch_mask8\origin\hist30\image99.mha patch_mask8\label30\image99.mha
patch_mask8\origin\hist30\image100.mha patch_mask8\label30\image100.mha
patch_mask8\origin\hist30\image101.mha patch_mask8\label30\image101.mha
patch_mask8\origin\hist30\image102.mha patch_mask8\label30\image102.mha
patch_mask8\origin\hist30\image103.mha patch_mask8\label30\image103.mha
patch_mask8\origin\hist30\image104.mha patch_mask8\label30\image104.mha
patch_mask8\origin\hist30\image105.mha patch_mask8\label30\image105.mha
patch_mask8\origin\hist30\image106.mha patch_mask8\label30\image106.mha
patch_mask8\origin\hist30\image107.mha patch_mask8\label30\image107.mha
patch_mask8\origin\hist30\image108.mha patch_mask8\label30\image108.mha
patch_mask8\origin\hist30\image109.mha patch_mask8\label30\image109.mha
patch_mask8\origin\hist30\image110.mha patch_mask8\label30\image110.mha
patch_mask8\origin\hist30\image111.mha patch_mask8\label30\image111.mha
patch_mask8\origin\hist30\image112.mha patch_mask8\label30\image112.mha
patch_mask8\origin\hist30\image113.mha patch_mask8\label30\image113.mha
patch_mask8\origin\hist30\image114.mha patch_mask8\label30\image114.mha
patch_mask8\origin\hist30\image115.mha patch_mask8\label30\image115.mha
patch_mask8\origin\hist30\image116.mha patch_mask8\label30\image116.mha
patch_mask8\origin\hist30\image117.mha patch_mask8\label30\image117.mha
patch_mask8\origin\hist30\image118.mha patch_mask8\label30\image118.mha
patch_mask8\origin\hist31\image1.mha patch_mask8\label31\image1.mha
patch_mask8\origin\hist31\image2.mha patch_mask8\label31\image2.mha
patch_mask8\origin\hist31\image3.mha patch_mask8\label31\image3.mha
patch_mask8\origin\hist31\image4.mha patch_mask8\label31\image4.mha
patch_mask8\origin\hist31\image5.mha patch_mask8\label31\image5.mha
patch_mask8\origin\hist31\image6.mha patch_mask8\label31\image6.mha
patch_mask8\origin\hist31\image7.mha patch_mask8\label31\image7.mha
patch_mask8\origin\hist31\image8.mha patch_mask8\label31\image8.mha
patch_mask8\origin\hist31\image9.mha patch_mask8\label31\image9.mha
patch_mask8\origin\hist31\image10.mha patch_mask8\label31\image10.mha
patch_mask8\origin\hist31\image11.mha patch_mask8\label31\image11.mha
patch_mask8\origin\hist31\image12.mha patch_mask8\label31\image12.mha
patch_mask8\origin\hist31\image13.mha patch_mask8\label31\image13.mha
patch_mask8\origin\hist31\image14.mha patch_mask8\label31\image14.mha
patch_mask8\origin\hist31\image15.mha patch_mask8\label31\image15.mha
patch_mask8\origin\hist31\image16.mha patch_mask8\label31\image16.mha
patch_mask8\origin\hist31\image17.mha patch_mask8\label31\image17.mha
patch_mask8\origin\hist31\image18.mha patch_mask8\label31\image18.mha
patch_mask8\origin\hist31\image19.mha patch_mask8\label31\image19.mha
patch_mask8\origin\hist31\image20.mha patch_mask8\label31\image20.mha
patch_mask8\origin\hist31\image21.mha patch_mask8\label31\image21.mha
patch_mask8\origin\hist31\image22.mha patch_mask8\label31\image22.mha
patch_mask8\origin\hist31\image23.mha patch_mask8\label31\image23.mha
patch_mask8\origin\hist31\image24.mha patch_mask8\label31\image24.mha
patch_mask8\origin\hist31\image25.mha patch_mask8\label31\image25.mha
patch_mask8\origin\hist31\image26.mha patch_mask8\label31\image26.mha
patch_mask8\origin\hist31\image27.mha patch_mask8\label31\image27.mha
patch_mask8\origin\hist31\image28.mha patch_mask8\label31\image28.mha
patch_mask8\origin\hist31\image29.mha patch_mask8\label31\image29.mha
patch_mask8\origin\hist31\image30.mha patch_mask8\label31\image30.mha
patch_mask8\origin\hist31\image31.mha patch_mask8\label31\image31.mha
patch_mask8\origin\hist31\image32.mha patch_mask8\label31\image32.mha
patch_mask8\origin\hist31\image33.mha patch_mask8\label31\image33.mha
patch_mask8\origin\hist31\image34.mha patch_mask8\label31\image34.mha
patch_mask8\origin\hist31\image35.mha patch_mask8\label31\image35.mha
patch_mask8\origin\hist31\image36.mha patch_mask8\label31\image36.mha
patch_mask8\origin\hist31\image37.mha patch_mask8\label31\image37.mha
patch_mask8\origin\hist31\image38.mha patch_mask8\label31\image38.mha
patch_mask8\origin\hist31\image39.mha patch_mask8\label31\image39.mha
patch_mask8\origin\hist31\image40.mha patch_mask8\label31\image40.mha
patch_mask8\origin\hist31\image41.mha patch_mask8\label31\image41.mha
patch_mask8\origin\hist31\image42.mha patch_mask8\label31\image42.mha
patch_mask8\origin\hist31\image43.mha patch_mask8\label31\image43.mha
patch_mask8\origin\hist31\image44.mha patch_mask8\label31\image44.mha
patch_mask8\origin\hist31\image45.mha patch_mask8\label31\image45.mha
patch_mask8\origin\hist31\image46.mha patch_mask8\label31\image46.mha
patch_mask8\origin\hist31\image47.mha patch_mask8\label31\image47.mha
patch_mask8\origin\hist31\image48.mha patch_mask8\label31\image48.mha
patch_mask8\origin\hist31\image49.mha patch_mask8\label31\image49.mha
patch_mask8\origin\hist31\image50.mha patch_mask8\label31\image50.mha
patch_mask8\origin\hist31\image51.mha patch_mask8\label31\image51.mha
patch_mask8\origin\hist31\image52.mha patch_mask8\label31\image52.mha
patch_mask8\origin\hist31\image53.mha patch_mask8\label31\image53.mha
patch_mask8\origin\hist31\image54.mha patch_mask8\label31\image54.mha
patch_mask8\origin\hist31\image55.mha patch_mask8\label31\image55.mha
patch_mask8\origin\hist31\image56.mha patch_mask8\label31\image56.mha
patch_mask8\origin\hist31\image57.mha patch_mask8\label31\image57.mha
patch_mask8\origin\hist31\image58.mha patch_mask8\label31\image58.mha
patch_mask8\origin\hist31\image59.mha patch_mask8\label31\image59.mha
patch_mask8\origin\hist31\image60.mha patch_mask8\label31\image60.mha
patch_mask8\origin\hist31\image61.mha patch_mask8\label31\image61.mha
patch_mask8\origin\hist31\image62.mha patch_mask8\label31\image62.mha
patch_mask8\origin\hist31\image63.mha patch_mask8\label31\image63.mha
patch_mask8\origin\hist31\image64.mha patch_mask8\label31\image64.mha
patch_mask8\origin\hist31\image65.mha patch_mask8\label31\image65.mha
patch_mask8\origin\hist31\image66.mha patch_mask8\label31\image66.mha
patch_mask8\origin\hist31\image67.mha patch_mask8\label31\image67.mha
patch_mask8\origin\hist31\image68.mha patch_mask8\label31\image68.mha
patch_mask8\origin\hist31\image69.mha patch_mask8\label31\image69.mha
patch_mask8\origin\hist31\image70.mha patch_mask8\label31\image70.mha
patch_mask8\origin\hist31\image71.mha patch_mask8\label31\image71.mha
patch_mask8\origin\hist31\image72.mha patch_mask8\label31\image72.mha
patch_mask8\origin\hist31\image73.mha patch_mask8\label31\image73.mha
patch_mask8\origin\hist31\image74.mha patch_mask8\label31\image74.mha
patch_mask8\origin\hist31\image75.mha patch_mask8\label31\image75.mha
patch_mask8\origin\hist31\image76.mha patch_mask8\label31\image76.mha
patch_mask8\origin\hist31\image77.mha patch_mask8\label31\image77.mha
patch_mask8\origin\hist31\image78.mha patch_mask8\label31\image78.mha
patch_mask8\origin\hist31\image79.mha patch_mask8\label31\image79.mha
patch_mask8\origin\hist31\image80.mha patch_mask8\label31\image80.mha
patch_mask8\origin\hist31\image81.mha patch_mask8\label31\image81.mha
patch_mask8\origin\hist31\image82.mha patch_mask8\label31\image82.mha
patch_mask8\origin\hist31\image83.mha patch_mask8\label31\image83.mha
patch_mask8\origin\hist31\image84.mha patch_mask8\label31\image84.mha
patch_mask8\origin\hist31\image85.mha patch_mask8\label31\image85.mha
patch_mask8\origin\hist31\image86.mha patch_mask8\label31\image86.mha
patch_mask8\origin\hist31\image87.mha patch_mask8\label31\image87.mha
patch_mask8\origin\hist31\image88.mha patch_mask8\label31\image88.mha
patch_mask8\origin\hist31\image89.mha patch_mask8\label31\image89.mha
patch_mask8\origin\hist31\image90.mha patch_mask8\label31\image90.mha
patch_mask8\origin\hist31\image91.mha patch_mask8\label31\image91.mha
patch_mask8\origin\hist31\image92.mha patch_mask8\label31\image92.mha
patch_mask8\origin\hist31\image93.mha patch_mask8\label31\image93.mha
patch_mask8\origin\hist31\image94.mha patch_mask8\label31\image94.mha
patch_mask8\origin\hist31\image95.mha patch_mask8\label31\image95.mha
patch_mask8\origin\hist31\image96.mha patch_mask8\label31\image96.mha
patch_mask8\origin\hist31\image97.mha patch_mask8\label31\image97.mha
patch_mask8\origin\hist31\image98.mha patch_mask8\label31\image98.mha
patch_mask8\origin\hist31\image99.mha patch_mask8\label31\image99.mha
patch_mask8\origin\hist31\image100.mha patch_mask8\label31\image100.mha
patch_mask8\origin\hist31\image101.mha patch_mask8\label31\image101.mha
patch_mask8\origin\hist31\image102.mha patch_mask8\label31\image102.mha
patch_mask8\origin\hist31\image103.mha patch_mask8\label31\image103.mha
patch_mask8\origin\hist31\image104.mha patch_mask8\label31\image104.mha
patch_mask8\origin\hist32\image1.mha patch_mask8\label32\image1.mha
patch_mask8\origin\hist32\image2.mha patch_mask8\label32\image2.mha
patch_mask8\origin\hist32\image3.mha patch_mask8\label32\image3.mha
patch_mask8\origin\hist32\image4.mha patch_mask8\label32\image4.mha
patch_mask8\origin\hist32\image5.mha patch_mask8\label32\image5.mha
patch_mask8\origin\hist32\image6.mha patch_mask8\label32\image6.mha
patch_mask8\origin\hist32\image7.mha patch_mask8\label32\image7.mha
patch_mask8\origin\hist32\image8.mha patch_mask8\label32\image8.mha
patch_mask8\origin\hist32\image9.mha patch_mask8\label32\image9.mha
patch_mask8\origin\hist32\image10.mha patch_mask8\label32\image10.mha
patch_mask8\origin\hist32\image11.mha patch_mask8\label32\image11.mha
patch_mask8\origin\hist32\image12.mha patch_mask8\label32\image12.mha
patch_mask8\origin\hist32\image13.mha patch_mask8\label32\image13.mha
patch_mask8\origin\hist32\image14.mha patch_mask8\label32\image14.mha
patch_mask8\origin\hist32\image15.mha patch_mask8\label32\image15.mha
patch_mask8\origin\hist32\image16.mha patch_mask8\label32\image16.mha
patch_mask8\origin\hist32\image17.mha patch_mask8\label32\image17.mha
patch_mask8\origin\hist32\image18.mha patch_mask8\label32\image18.mha
patch_mask8\origin\hist32\image19.mha patch_mask8\label32\image19.mha
patch_mask8\origin\hist32\image20.mha patch_mask8\label32\image20.mha
patch_mask8\origin\hist32\image21.mha patch_mask8\label32\image21.mha
patch_mask8\origin\hist32\image22.mha patch_mask8\label32\image22.mha
patch_mask8\origin\hist32\image23.mha patch_mask8\label32\image23.mha
patch_mask8\origin\hist32\image24.mha patch_mask8\label32\image24.mha
patch_mask8\origin\hist32\image25.mha patch_mask8\label32\image25.mha
patch_mask8\origin\hist32\image26.mha patch_mask8\label32\image26.mha
patch_mask8\origin\hist32\image27.mha patch_mask8\label32\image27.mha
patch_mask8\origin\hist32\image28.mha patch_mask8\label32\image28.mha
patch_mask8\origin\hist32\image29.mha patch_mask8\label32\image29.mha
patch_mask8\origin\hist32\image30.mha patch_mask8\label32\image30.mha
patch_mask8\origin\hist32\image31.mha patch_mask8\label32\image31.mha
patch_mask8\origin\hist32\image32.mha patch_mask8\label32\image32.mha
patch_mask8\origin\hist32\image33.mha patch_mask8\label32\image33.mha
patch_mask8\origin\hist32\image34.mha patch_mask8\label32\image34.mha
patch_mask8\origin\hist32\image35.mha patch_mask8\label32\image35.mha
patch_mask8\origin\hist32\image36.mha patch_mask8\label32\image36.mha
patch_mask8\origin\hist32\image37.mha patch_mask8\label32\image37.mha
patch_mask8\origin\hist32\image38.mha patch_mask8\label32\image38.mha
patch_mask8\origin\hist32\image39.mha patch_mask8\label32\image39.mha
patch_mask8\origin\hist32\image40.mha patch_mask8\label32\image40.mha
patch_mask8\origin\hist32\image41.mha patch_mask8\label32\image41.mha
patch_mask8\origin\hist32\image42.mha patch_mask8\label32\image42.mha
patch_mask8\origin\hist32\image43.mha patch_mask8\label32\image43.mha
patch_mask8\origin\hist32\image44.mha patch_mask8\label32\image44.mha
patch_mask8\origin\hist32\image45.mha patch_mask8\label32\image45.mha
patch_mask8\origin\hist32\image46.mha patch_mask8\label32\image46.mha
patch_mask8\origin\hist32\image47.mha patch_mask8\label32\image47.mha
patch_mask8\origin\hist32\image48.mha patch_mask8\label32\image48.mha
patch_mask8\origin\hist32\image49.mha patch_mask8\label32\image49.mha
patch_mask8\origin\hist32\image50.mha patch_mask8\label32\image50.mha
patch_mask8\origin\hist32\image51.mha patch_mask8\label32\image51.mha
patch_mask8\origin\hist32\image52.mha patch_mask8\label32\image52.mha
patch_mask8\origin\hist32\image53.mha patch_mask8\label32\image53.mha
patch_mask8\origin\hist32\image54.mha patch_mask8\label32\image54.mha
patch_mask8\origin\hist32\image55.mha patch_mask8\label32\image55.mha
patch_mask8\origin\hist32\image56.mha patch_mask8\label32\image56.mha
patch_mask8\origin\hist32\image57.mha patch_mask8\label32\image57.mha
patch_mask8\origin\hist32\image58.mha patch_mask8\label32\image58.mha
patch_mask8\origin\hist32\image59.mha patch_mask8\label32\image59.mha
patch_mask8\origin\hist32\image60.mha patch_mask8\label32\image60.mha
patch_mask8\origin\hist32\image61.mha patch_mask8\label32\image61.mha
patch_mask8\origin\hist32\image62.mha patch_mask8\label32\image62.mha
patch_mask8\origin\hist32\image63.mha patch_mask8\label32\image63.mha
patch_mask8\origin\hist32\image64.mha patch_mask8\label32\image64.mha
patch_mask8\origin\hist32\image65.mha patch_mask8\label32\image65.mha
patch_mask8\origin\hist32\image66.mha patch_mask8\label32\image66.mha
patch_mask8\origin\hist32\image67.mha patch_mask8\label32\image67.mha
patch_mask8\origin\hist32\image68.mha patch_mask8\label32\image68.mha
patch_mask8\origin\hist32\image69.mha patch_mask8\label32\image69.mha
patch_mask8\origin\hist32\image70.mha patch_mask8\label32\image70.mha
patch_mask8\origin\hist32\image71.mha patch_mask8\label32\image71.mha
patch_mask8\origin\hist32\image72.mha patch_mask8\label32\image72.mha
patch_mask8\origin\hist32\image73.mha patch_mask8\label32\image73.mha
patch_mask8\origin\hist32\image74.mha patch_mask8\label32\image74.mha
patch_mask8\origin\hist32\image75.mha patch_mask8\label32\image75.mha
patch_mask8\origin\hist32\image76.mha patch_mask8\label32\image76.mha
patch_mask8\origin\hist32\image77.mha patch_mask8\label32\image77.mha
patch_mask8\origin\hist32\image78.mha patch_mask8\label32\image78.mha
patch_mask8\origin\hist32\image79.mha patch_mask8\label32\image79.mha
patch_mask8\origin\hist32\image80.mha patch_mask8\label32\image80.mha
patch_mask8\origin\hist32\image81.mha patch_mask8\label32\image81.mha
patch_mask8\origin\hist32\image82.mha patch_mask8\label32\image82.mha
patch_mask8\origin\hist32\image83.mha patch_mask8\label32\image83.mha
patch_mask8\origin\hist32\image84.mha patch_mask8\label32\image84.mha
patch_mask8\origin\hist32\image85.mha patch_mask8\label32\image85.mha
patch_mask8\origin\hist32\image86.mha patch_mask8\label32\image86.mha
patch_mask8\origin\hist32\image87.mha patch_mask8\label32\image87.mha
patch_mask8\origin\hist32\image88.mha patch_mask8\label32\image88.mha
patch_mask8\origin\hist32\image89.mha patch_mask8\label32\image89.mha
patch_mask8\origin\hist32\image90.mha patch_mask8\label32\image90.mha
patch_mask8\origin\hist32\image91.mha patch_mask8\label32\image91.mha
patch_mask8\origin\hist32\image92.mha patch_mask8\label32\image92.mha
patch_mask8\origin\hist32\image93.mha patch_mask8\label32\image93.mha
patch_mask8\origin\hist32\image94.mha patch_mask8\label32\image94.mha
patch_mask8\origin\hist32\image95.mha patch_mask8\label32\image95.mha
patch_mask8\origin\hist32\image96.mha patch_mask8\label32\image96.mha
patch_mask8\origin\hist32\image97.mha patch_mask8\label32\image97.mha
patch_mask8\origin\hist32\image98.mha patch_mask8\label32\image98.mha
patch_mask8\origin\hist32\image99.mha patch_mask8\label32\image99.mha
patch_mask8\origin\hist32\image100.mha patch_mask8\label32\image100.mha
patch_mask8\origin\hist32\image101.mha patch_mask8\label32\image101.mha
patch_mask8\origin\hist32\image102.mha patch_mask8\label32\image102.mha
patch_mask8\origin\hist32\image103.mha patch_mask8\label32\image103.mha
patch_mask8\origin\hist32\image104.mha patch_mask8\label32\image104.mha
patch_mask8\origin\hist32\image105.mha patch_mask8\label32\image105.mha
patch_mask8\origin\hist32\image106.mha patch_mask8\label32\image106.mha
patch_mask8\origin\hist32\image107.mha patch_mask8\label32\image107.mha
patch_mask8\origin\hist32\image108.mha patch_mask8\label32\image108.mha
patch_mask8\origin\hist32\image109.mha patch_mask8\label32\image109.mha
patch_mask8\origin\hist32\image110.mha patch_mask8\label32\image110.mha
patch_mask8\origin\hist32\image111.mha patch_mask8\label32\image111.mha
patch_mask8\origin\hist32\image112.mha patch_mask8\label32\image112.mha
patch_mask8\origin\hist32\image113.mha patch_mask8\label32\image113.mha
patch_mask8\origin\hist33\image1.mha patch_mask8\label33\image1.mha
patch_mask8\origin\hist33\image2.mha patch_mask8\label33\image2.mha
patch_mask8\origin\hist33\image3.mha patch_mask8\label33\image3.mha
patch_mask8\origin\hist33\image4.mha patch_mask8\label33\image4.mha
patch_mask8\origin\hist33\image5.mha patch_mask8\label33\image5.mha
patch_mask8\origin\hist33\image6.mha patch_mask8\label33\image6.mha
patch_mask8\origin\hist33\image7.mha patch_mask8\label33\image7.mha
patch_mask8\origin\hist33\image8.mha patch_mask8\label33\image8.mha
patch_mask8\origin\hist33\image9.mha patch_mask8\label33\image9.mha
patch_mask8\origin\hist33\image10.mha patch_mask8\label33\image10.mha
patch_mask8\origin\hist33\image11.mha patch_mask8\label33\image11.mha
patch_mask8\origin\hist33\image12.mha patch_mask8\label33\image12.mha
patch_mask8\origin\hist33\image13.mha patch_mask8\label33\image13.mha
patch_mask8\origin\hist33\image14.mha patch_mask8\label33\image14.mha
patch_mask8\origin\hist33\image15.mha patch_mask8\label33\image15.mha
patch_mask8\origin\hist33\image16.mha patch_mask8\label33\image16.mha
patch_mask8\origin\hist33\image17.mha patch_mask8\label33\image17.mha
patch_mask8\origin\hist33\image18.mha patch_mask8\label33\image18.mha
patch_mask8\origin\hist33\image19.mha patch_mask8\label33\image19.mha
patch_mask8\origin\hist33\image20.mha patch_mask8\label33\image20.mha
patch_mask8\origin\hist33\image21.mha patch_mask8\label33\image21.mha
patch_mask8\origin\hist33\image22.mha patch_mask8\label33\image22.mha
patch_mask8\origin\hist33\image23.mha patch_mask8\label33\image23.mha
patch_mask8\origin\hist33\image24.mha patch_mask8\label33\image24.mha
patch_mask8\origin\hist33\image25.mha patch_mask8\label33\image25.mha
patch_mask8\origin\hist33\image26.mha patch_mask8\label33\image26.mha
patch_mask8\origin\hist33\image27.mha patch_mask8\label33\image27.mha
patch_mask8\origin\hist33\image28.mha patch_mask8\label33\image28.mha
patch_mask8\origin\hist33\image29.mha patch_mask8\label33\image29.mha
patch_mask8\origin\hist33\image30.mha patch_mask8\label33\image30.mha
patch_mask8\origin\hist33\image31.mha patch_mask8\label33\image31.mha
patch_mask8\origin\hist33\image32.mha patch_mask8\label33\image32.mha
patch_mask8\origin\hist33\image33.mha patch_mask8\label33\image33.mha
patch_mask8\origin\hist33\image34.mha patch_mask8\label33\image34.mha
patch_mask8\origin\hist33\image35.mha patch_mask8\label33\image35.mha
patch_mask8\origin\hist33\image36.mha patch_mask8\label33\image36.mha
patch_mask8\origin\hist33\image37.mha patch_mask8\label33\image37.mha
patch_mask8\origin\hist33\image38.mha patch_mask8\label33\image38.mha
patch_mask8\origin\hist33\image39.mha patch_mask8\label33\image39.mha
patch_mask8\origin\hist33\image40.mha patch_mask8\label33\image40.mha
patch_mask8\origin\hist33\image41.mha patch_mask8\label33\image41.mha
patch_mask8\origin\hist33\image42.mha patch_mask8\label33\image42.mha
patch_mask8\origin\hist33\image43.mha patch_mask8\label33\image43.mha
patch_mask8\origin\hist33\image44.mha patch_mask8\label33\image44.mha
patch_mask8\origin\hist33\image45.mha patch_mask8\label33\image45.mha
patch_mask8\origin\hist33\image46.mha patch_mask8\label33\image46.mha
patch_mask8\origin\hist33\image47.mha patch_mask8\label33\image47.mha
patch_mask8\origin\hist33\image48.mha patch_mask8\label33\image48.mha
patch_mask8\origin\hist33\image49.mha patch_mask8\label33\image49.mha
patch_mask8\origin\hist33\image50.mha patch_mask8\label33\image50.mha
patch_mask8\origin\hist33\image51.mha patch_mask8\label33\image51.mha
patch_mask8\origin\hist33\image52.mha patch_mask8\label33\image52.mha
patch_mask8\origin\hist33\image53.mha patch_mask8\label33\image53.mha
patch_mask8\origin\hist33\image54.mha patch_mask8\label33\image54.mha
patch_mask8\origin\hist33\image55.mha patch_mask8\label33\image55.mha
patch_mask8\origin\hist33\image56.mha patch_mask8\label33\image56.mha
patch_mask8\origin\hist33\image57.mha patch_mask8\label33\image57.mha
patch_mask8\origin\hist33\image58.mha patch_mask8\label33\image58.mha
patch_mask8\origin\hist33\image59.mha patch_mask8\label33\image59.mha
patch_mask8\origin\hist33\image60.mha patch_mask8\label33\image60.mha
patch_mask8\origin\hist33\image61.mha patch_mask8\label33\image61.mha
patch_mask8\origin\hist33\image62.mha patch_mask8\label33\image62.mha
patch_mask8\origin\hist33\image63.mha patch_mask8\label33\image63.mha
patch_mask8\origin\hist33\image64.mha patch_mask8\label33\image64.mha
patch_mask8\origin\hist33\image65.mha patch_mask8\label33\image65.mha
patch_mask8\origin\hist33\image66.mha patch_mask8\label33\image66.mha
patch_mask8\origin\hist33\image67.mha patch_mask8\label33\image67.mha
patch_mask8\origin\hist33\image68.mha patch_mask8\label33\image68.mha
patch_mask8\origin\hist33\image69.mha patch_mask8\label33\image69.mha
patch_mask8\origin\hist33\image70.mha patch_mask8\label33\image70.mha
patch_mask8\origin\hist33\image71.mha patch_mask8\label33\image71.mha
patch_mask8\origin\hist33\image72.mha patch_mask8\label33\image72.mha
patch_mask8\origin\hist33\image73.mha patch_mask8\label33\image73.mha
patch_mask8\origin\hist33\image74.mha patch_mask8\label33\image74.mha
patch_mask8\origin\hist33\image75.mha patch_mask8\label33\image75.mha
patch_mask8\origin\hist33\image76.mha patch_mask8\label33\image76.mha
patch_mask8\origin\hist33\image77.mha patch_mask8\label33\image77.mha
patch_mask8\origin\hist33\image78.mha patch_mask8\label33\image78.mha
patch_mask8\origin\hist33\image79.mha patch_mask8\label33\image79.mha
patch_mask8\origin\hist33\image80.mha patch_mask8\label33\image80.mha
patch_mask8\origin\hist33\image81.mha patch_mask8\label33\image81.mha
patch_mask8\origin\hist33\image82.mha patch_mask8\label33\image82.mha
patch_mask8\origin\hist33\image83.mha patch_mask8\label33\image83.mha
patch_mask8\origin\hist33\image84.mha patch_mask8\label33\image84.mha
patch_mask8\origin\hist33\image85.mha patch_mask8\label33\image85.mha
patch_mask8\origin\hist33\image86.mha patch_mask8\label33\image86.mha
patch_mask8\origin\hist33\image87.mha patch_mask8\label33\image87.mha
patch_mask8\origin\hist33\image88.mha patch_mask8\label33\image88.mha
patch_mask8\origin\hist33\image89.mha patch_mask8\label33\image89.mha
patch_mask8\origin\hist33\image90.mha patch_mask8\label33\image90.mha
patch_mask8\origin\hist33\image91.mha patch_mask8\label33\image91.mha
patch_mask8\origin\hist33\image92.mha patch_mask8\label33\image92.mha
patch_mask8\origin\hist33\image93.mha patch_mask8\label33\image93.mha
patch_mask8\origin\hist33\image94.mha patch_mask8\label33\image94.mha
patch_mask8\origin\hist33\image95.mha patch_mask8\label33\image95.mha
patch_mask8\origin\hist33\image96.mha patch_mask8\label33\image96.mha
patch_mask8\origin\hist33\image97.mha patch_mask8\label33\image97.mha
patch_mask8\origin\hist34\image1.mha patch_mask8\label34\image1.mha
patch_mask8\origin\hist34\image2.mha patch_mask8\label34\image2.mha
patch_mask8\origin\hist34\image3.mha patch_mask8\label34\image3.mha
patch_mask8\origin\hist34\image4.mha patch_mask8\label34\image4.mha
patch_mask8\origin\hist34\image5.mha patch_mask8\label34\image5.mha
patch_mask8\origin\hist34\image6.mha patch_mask8\label34\image6.mha
patch_mask8\origin\hist34\image7.mha patch_mask8\label34\image7.mha
patch_mask8\origin\hist34\image8.mha patch_mask8\label34\image8.mha
patch_mask8\origin\hist34\image9.mha patch_mask8\label34\image9.mha
patch_mask8\origin\hist34\image10.mha patch_mask8\label34\image10.mha
patch_mask8\origin\hist34\image11.mha patch_mask8\label34\image11.mha
