patch_mask8\origin\hist26\image1.mha patch_mask8\label26\image1.mha
patch_mask8\origin\hist30\image45.mha patch_mask8\label30\image45.mha
patch_mask8\origin\hist30\image46.mha patch_mask8\label30\image46.mha
patch_mask8\origin\hist30\image47.mha patch_mask8\label30\image47.mha
patch_mask8\origin\hist30\image48.mha patch_mask8\label30\image48.mha
patch_mask8\origin\hist30\image49.mha patch_mask8\label30\image49.mha
patch_mask8\origin\hist30\image50.mha patch_mask8\label30\image50.mha
patch_mask8\origin\hist30\image51.mha patch_mask8\label30\image51.mha
patch_mask8\origin\hist30\image52.mha patch_mask8\label30\image52.mha
patch_mask8\origin\hist30\image53.mha patch_mask8\label30\image53.mha
patch_mask8\origin\hist30\image54.mha patch_mask8\label30\image54.mha
patch_mask8\origin\hist30\image55.mha patch_mask8\label30\image55.mha
patch_mask8\origin\hist30\image56.mha patch_mask8\label30\image56.mha
patch_mask8\origin\hist30\image57.mha patch_mask8\label30\image57.mha
patch_mask8\origin\hist30\image58.mha patch_mask8\label30\image58.mha
patch_mask8\origin\hist30\image59.mha patch_mask8\label30\image59.mha
patch_mask8\origin\hist30\image60.mha patch_mask8\label30\image60.mha
patch_mask8\origin\hist30\image61.mha patch_mask8\label30\image61.mha
patch_mask8\origin\hist30\image62.mha patch_mask8\label30\image62.mha
patch_mask8\origin\hist30\image63.mha patch_mask8\label30\image63.mha
patch_mask8\origin\hist30\image64.mha patch_mask8\label30\image64.mha
patch_mask8\origin\hist30\image65.mha patch_mask8\label30\image65.mha
patch_mask8\origin\hist30\image66.mha patch_mask8\label30\image66.mha
patch_mask8\origin\hist30\image67.mha patch_mask8\label30\image67.mha
patch_mask8\origin\hist30\image68.mha patch_mask8\label30\image68.mha
patch_mask8\origin\hist30\image69.mha patch_mask8\label30\image69.mha
patch_mask8\origin\hist30\image70.mha patch_mask8\label30\image70.mha
patch_mask8\origin\hist30\image71.mha patch_mask8\label30\image71.mha
patch_mask8\origin\hist30\image72.mha patch_mask8\label30\image72.mha
patch_mask8\origin\hist30\image73.mha patch_mask8\label30\image73.mha
patch_mask8\origin\hist30\image74.mha patch_mask8\label30\image74.mha
patch_mask8\origin\hist30\image75.mha patch_mask8\label30\image75.mha
patch_mask8\origin\hist30\image76.mha patch_mask8\label30\image76.mha
patch_mask8\origin\hist30\image77.mha patch_mask8\label30\image77.mha
patch_mask8\origin\hist30\image78.mha patch_mask8\label30\image78.mha
patch_mask8\origin\hist30\image79.mha patch_mask8\label30\image79.mha
patch_mask8\origin\hist30\image80.mha patch_mask8\label30\image80.mha
patch_mask8\origin\hist30\image81.mha patch_mask8\label30\image81.mha
patch_mask8\origin\hist30\image82.mha patch_mask8\label30\image82.mha
patch_mask8\origin\hist30\image83.mha patch_mask8\label30\image83.mha
patch_mask8\origin\hist30\image84.mha patch_mask8\label30\image84.mha
patch_mask8\origin\hist30\image85.mha patch_mask8\label30\image85.mha
patch_mask8\origin\hist30\image86.mha patch_mask8\label30\image86.mha
patch_mask8\origin\hist30\image87.mha patch_mask8\label30\image87.mha
patch_mask8\origin\hist30\image88.mha patch_mask8\label30\image88.mha
patch_mask8\origin\hist30\image89.mha patch_mask8\label30\image89.mha
patch_mask8\origin\hist30\image90.mha patch_mask8\label30\image90.mha
patch_mask8\origin\hist30\image91.mha patch_mask8\label30\image91.mha
patch_mask8\origin\hist30\image92.mha patch_mask8\label30\image92.mha
patch_mask8\origin\hist30\image93.mha patch_mask8\label30\image93.mha
patch_mask8\origin\hist30\image94.mha patch_mask8\label30\image94.mha
patch_mask8\origin\hist30\image95.mha patch_mask8\label30\image95.mha
patch_mask8\origin\hist30\image96.mha patch_mask8\label30\image96.mha
patch_mask8\origin\hist30\image97.mha patch_mask8\label30\image97.mha
patch_mask8\origin\hist30\image98.mha patch_mask8\label30\image98.mha
patch_mask8\origin\hist30\image99.mha patch_mask8\label30\image99.mha
patch_mask8\origin\hist30\image100.mha patch_mask8\label30\image100.mha
patch_mask8\origin\hist30\image101.mha patch_mask8\label30\image101.mha
patch_mask8\origin\hist30\image102.mha patch_mask8\label30\image102.mha
patch_mask8\origin\hist30\image103.mha patch_mask8\label30\image103.mha
patch_mask8\origin\hist30\image104.mha patch_mask8\label30\image104.mha
patch_mask8\origin\hist30\image105.mha patch_mask8\label30\image105.mha
patch_mask8\origin\hist30\image106.mha patch_mask8\label30\image106.mha
patch_mask8\origin\hist30\image107.mha patch_mask8\label30\image107.mha
patch_mask8\origin\hist30\image108.mha patch_mask8\label30\image108.mha
patch_mask8\origin\hist30\image109.mha patch_mask8\label30\image109.mha
patch_mask8\origin\hist30\image110.mha patch_mask8\label30\image110.mha
patch_mask8\origin\hist30\image111.mha patch_mask8\label30\image111.mha
patch_mask8\origin\hist30\image112.mha patch_mask8\label30\image112.mha
patch_mask8\origin\hist30\image113.mha patch_mask8\label30\image113.mha
patch_mask8\origin\hist30\image114.mha patch_mask8\label30\image114.mha
patch_mask8\origin\hist30\image115.mha patch_mask8\label30\image115.mha
patch_mask8\origin\hist30\image116.mha patch_mask8\label30\image116.mha
patch_mask8\origin\hist30\image117.mha patch_mask8\label30\image117.mha
patch_mask8\origin\hist30\image118.mha patch_mask8\label30\image118.mha
