patch_mask8\origin\hist01\image1.mha patch_mask8\label01\image1.mha
patch_mask8\origin\hist04\image62.mha patch_mask8\label04\image62.mha
patch_mask8\origin\hist04\image63.mha patch_mask8\label04\image63.mha
patch_mask8\origin\hist04\image64.mha patch_mask8\label04\image64.mha
patch_mask8\origin\hist04\image65.mha patch_mask8\label04\image65.mha
patch_mask8\origin\hist04\image66.mha patch_mask8\label04\image66.mha
patch_mask8\origin\hist04\image67.mha patch_mask8\label04\image67.mha
patch_mask8\origin\hist04\image68.mha patch_mask8\label04\image68.mha
patch_mask8\origin\hist04\image69.mha patch_mask8\label04\image69.mha
patch_mask8\origin\hist04\image70.mha patch_mask8\label04\image70.mha
patch_mask8\origin\hist04\image71.mha patch_mask8\label04\image71.mha
patch_mask8\origin\hist04\image72.mha patch_mask8\label04\image72.mha
patch_mask8\origin\hist04\image73.mha patch_mask8\label04\image73.mha
patch_mask8\origin\hist04\image74.mha patch_mask8\label04\image74.mha
patch_mask8\origin\hist04\image75.mha patch_mask8\label04\image75.mha
patch_mask8\origin\hist04\image76.mha patch_mask8\label04\image76.mha
patch_mask8\origin\hist04\image77.mha patch_mask8\label04\image77.mha
patch_mask8\origin\hist04\image78.mha patch_mask8\label04\image78.mha
patch_mask8\origin\hist04\image79.mha patch_mask8\label04\image79.mha
patch_mask8\origin\hist04\image80.mha patch_mask8\label04\image80.mha
patch_mask8\origin\hist04\image81.mha patch_mask8\label04\image81.mha
patch_mask8\origin\hist04\image82.mha patch_mask8\label04\image82.mha
patch_mask8\origin\hist04\image83.mha patch_mask8\label04\image83.mha
patch_mask8\origin\hist04\image84.mha patch_mask8\label04\image84.mha
patch_mask8\origin\hist04\image85.mha patch_mask8\label04\image85.mha
patch_mask8\origin\hist04\image86.mha patch_mask8\label04\image86.mha
patch_mask8\origin\hist04\image87.mha patch_mask8\label04\image87.mha
patch_mask8\origin\hist04\image88.mha patch_mask8\label04\image88.mha
patch_mask8\origin\hist04\image89.mha patch_mask8\label04\image89.mha
patch_mask8\origin\hist04\image90.mha patch_mask8\label04\image90.mha
patch_mask8\origin\hist04\image91.mha patch_mask8\label04\image91.mha
patch_mask8\origin\hist04\image92.mha patch_mask8\label04\image92.mha
patch_mask8\origin\hist04\image93.mha patch_mask8\label04\image93.mha
patch_mask8\origin\hist04\image94.mha patch_mask8\label04\image94.mha
patch_mask8\origin\hist04\image95.mha patch_mask8\label04\image95.mha
patch_mask8\origin\hist04\image96.mha patch_mask8\label04\image96.mha
patch_mask8\origin\hist04\image97.mha patch_mask8\label04\image97.mha
patch_mask8\origin\hist04\image98.mha patch_mask8\label04\image98.mha
patch_mask8\origin\hist04\image99.mha patch_mask8\label04\image99.mha
patch_mask8\origin\hist04\image100.mha patch_mask8\label04\image100.mha
patch_mask8\origin\hist04\image101.mha patch_mask8\label04\image101.mha
patch_mask8\origin\hist04\image102.mha patch_mask8\label04\image102.mha
patch_mask8\origin\hist04\image103.mha patch_mask8\label04\image103.mha
patch_mask8\origin\hist05\image1.mha patch_mask8\label05\image1.mha
patch_mask8\origin\hist05\image2.mha patch_mask8\label05\image2.mha
patch_mask8\origin\hist05\image3.mha patch_mask8\label05\image3.mha
patch_mask8\origin\hist05\image4.mha patch_mask8\label05\image4.mha
patch_mask8\origin\hist05\image5.mha patch_mask8\label05\image5.mha
patch_mask8\origin\hist05\image6.mha patch_mask8\label05\image6.mha
patch_mask8\origin\hist05\image7.mha patch_mask8\label05\image7.mha
patch_mask8\origin\hist05\image8.mha patch_mask8\label05\image8.mha
patch_mask8\origin\hist05\image9.mha patch_mask8\label05\image9.mha
patch_mask8\origin\hist05\image10.mha patch_mask8\label05\image10.mha
patch_mask8\origin\hist05\image11.mha patch_mask8\label05\image11.mha
patch_mask8\origin\hist05\image12.mha patch_mask8\label05\image12.mha
patch_mask8\origin\hist05\image13.mha patch_mask8\label05\image13.mha
patch_mask8\origin\hist05\image14.mha patch_mask8\label05\image14.mha
patch_mask8\origin\hist05\image15.mha patch_mask8\label05\image15.mha
patch_mask8\origin\hist05\image16.mha patch_mask8\label05\image16.mha
patch_mask8\origin\hist05\image17.mha patch_mask8\label05\image17.mha
patch_mask8\origin\hist05\image18.mha patch_mask8\label05\image18.mha
patch_mask8\origin\hist05\image19.mha patch_mask8\label05\image19.mha
patch_mask8\origin\hist05\image20.mha patch_mask8\label05\image20.mha
patch_mask8\origin\hist05\image21.mha patch_mask8\label05\image21.mha
patch_mask8\origin\hist05\image22.mha patch_mask8\label05\image22.mha
patch_mask8\origin\hist05\image23.mha patch_mask8\label05\image23.mha
patch_mask8\origin\hist05\image24.mha patch_mask8\label05\image24.mha
patch_mask8\origin\hist05\image25.mha patch_mask8\label05\image25.mha
patch_mask8\origin\hist05\image26.mha patch_mask8\label05\image26.mha
patch_mask8\origin\hist05\image27.mha patch_mask8\label05\image27.mha
patch_mask8\origin\hist05\image28.mha patch_mask8\label05\image28.mha
patch_mask8\origin\hist05\image29.mha patch_mask8\label05\image29.mha
patch_mask8\origin\hist05\image30.mha patch_mask8\label05\image30.mha
patch_mask8\origin\hist05\image31.mha patch_mask8\label05\image31.mha
patch_mask8\origin\hist05\image32.mha patch_mask8\label05\image32.mha
patch_mask8\origin\hist05\image33.mha patch_mask8\label05\image33.mha
patch_mask8\origin\hist05\image34.mha patch_mask8\label05\image34.mha
patch_mask8\origin\hist05\image35.mha patch_mask8\label05\image35.mha
patch_mask8\origin\hist05\image36.mha patch_mask8\label05\image36.mha
patch_mask8\origin\hist05\image37.mha patch_mask8\label05\image37.mha
patch_mask8\origin\hist05\image38.mha patch_mask8\label05\image38.mha
patch_mask8\origin\hist05\image39.mha patch_mask8\label05\image39.mha
patch_mask8\origin\hist05\image40.mha patch_mask8\label05\image40.mha
patch_mask8\origin\hist05\image41.mha patch_mask8\label05\image41.mha
patch_mask8\origin\hist05\image42.mha patch_mask8\label05\image42.mha
patch_mask8\origin\hist05\image43.mha patch_mask8\label05\image43.mha
patch_mask8\origin\hist05\image44.mha patch_mask8\label05\image44.mha
patch_mask8\origin\hist05\image45.mha patch_mask8\label05\image45.mha
patch_mask8\origin\hist05\image46.mha patch_mask8\label05\image46.mha
patch_mask8\origin\hist05\image47.mha patch_mask8\label05\image47.mha
patch_mask8\origin\hist05\image48.mha patch_mask8\label05\image48.mha
patch_mask8\origin\hist05\image49.mha patch_mask8\label05\image49.mha
patch_mask8\origin\hist05\image50.mha patch_mask8\label05\image50.mha
patch_mask8\origin\hist05\image51.mha patch_mask8\label05\image51.mha
patch_mask8\origin\hist05\image52.mha patch_mask8\label05\image52.mha
patch_mask8\origin\hist05\image53.mha patch_mask8\label05\image53.mha
patch_mask8\origin\hist05\image54.mha patch_mask8\label05\image54.mha
patch_mask8\origin\hist05\image55.mha patch_mask8\label05\image55.mha
patch_mask8\origin\hist05\image56.mha patch_mask8\label05\image56.mha
patch_mask8\origin\hist05\image57.mha patch_mask8\label05\image57.mha
patch_mask8\origin\hist05\image58.mha patch_mask8\label05\image58.mha
patch_mask8\origin\hist05\image59.mha patch_mask8\label05\image59.mha
patch_mask8\origin\hist05\image60.mha patch_mask8\label05\image60.mha
patch_mask8\origin\hist05\image61.mha patch_mask8\label05\image61.mha
patch_mask8\origin\hist05\image62.mha patch_mask8\label05\image62.mha
patch_mask8\origin\hist05\image63.mha patch_mask8\label05\image63.mha
patch_mask8\origin\hist05\image64.mha patch_mask8\label05\image64.mha
patch_mask8\origin\hist05\image65.mha patch_mask8\label05\image65.mha
patch_mask8\origin\hist05\image66.mha patch_mask8\label05\image66.mha
patch_mask8\origin\hist05\image67.mha patch_mask8\label05\image67.mha
patch_mask8\origin\hist05\image68.mha patch_mask8\label05\image68.mha
patch_mask8\origin\hist05\image69.mha patch_mask8\label05\image69.mha
patch_mask8\origin\hist05\image70.mha patch_mask8\label05\image70.mha
patch_mask8\origin\hist05\image71.mha patch_mask8\label05\image71.mha
patch_mask8\origin\hist05\image72.mha patch_mask8\label05\image72.mha
patch_mask8\origin\hist05\image73.mha patch_mask8\label05\image73.mha
patch_mask8\origin\hist05\image74.mha patch_mask8\label05\image74.mha
patch_mask8\origin\hist05\image75.mha patch_mask8\label05\image75.mha
patch_mask8\origin\hist05\image76.mha patch_mask8\label05\image76.mha
patch_mask8\origin\hist05\image77.mha patch_mask8\label05\image77.mha
patch_mask8\origin\hist05\image78.mha patch_mask8\label05\image78.mha
patch_mask8\origin\hist05\image79.mha patch_mask8\label05\image79.mha
patch_mask8\origin\hist05\image80.mha patch_mask8\label05\image80.mha
patch_mask8\origin\hist05\image81.mha patch_mask8\label05\image81.mha
patch_mask8\origin\hist05\image82.mha patch_mask8\label05\image82.mha
patch_mask8\origin\hist05\image83.mha patch_mask8\label05\image83.mha
patch_mask8\origin\hist05\image84.mha patch_mask8\label05\image84.mha
patch_mask8\origin\hist05\image85.mha patch_mask8\label05\image85.mha
patch_mask8\origin\hist05\image86.mha patch_mask8\label05\image86.mha
patch_mask8\origin\hist05\image87.mha patch_mask8\label05\image87.mha
patch_mask8\origin\hist05\image88.mha patch_mask8\label05\image88.mha
patch_mask8\origin\hist05\image89.mha patch_mask8\label05\image89.mha
patch_mask8\origin\hist05\image90.mha patch_mask8\label05\image90.mha
patch_mask8\origin\hist05\image91.mha patch_mask8\label05\image91.mha
patch_mask8\origin\hist05\image92.mha patch_mask8\label05\image92.mha
patch_mask8\origin\hist05\image93.mha patch_mask8\label05\image93.mha
patch_mask8\origin\hist05\image94.mha patch_mask8\label05\image94.mha
patch_mask8\origin\hist05\image95.mha patch_mask8\label05\image95.mha
patch_mask8\origin\hist05\image96.mha patch_mask8\label05\image96.mha
patch_mask8\origin\hist05\image97.mha patch_mask8\label05\image97.mha
patch_mask8\origin\hist05\image98.mha patch_mask8\label05\image98.mha
patch_mask8\origin\hist05\image99.mha patch_mask8\label05\image99.mha
patch_mask8\origin\hist05\image100.mha patch_mask8\label05\image100.mha
patch_mask8\origin\hist05\image101.mha patch_mask8\label05\image101.mha
patch_mask8\origin\hist05\image102.mha patch_mask8\label05\image102.mha
patch_mask8\origin\hist05\image103.mha patch_mask8\label05\image103.mha
patch_mask8\origin\hist05\image104.mha patch_mask8\label05\image104.mha
patch_mask8\origin\hist05\image105.mha patch_mask8\label05\image105.mha
patch_mask8\origin\hist05\image106.mha patch_mask8\label05\image106.mha
patch_mask8\origin\hist05\image107.mha patch_mask8\label05\image107.mha
patch_mask8\origin\hist05\image108.mha patch_mask8\label05\image108.mha
patch_mask8\origin\hist05\image109.mha patch_mask8\label05\image109.mha
patch_mask8\origin\hist05\image110.mha patch_mask8\label05\image110.mha
patch_mask8\origin\hist05\image111.mha patch_mask8\label05\image111.mha
patch_mask8\origin\hist05\image112.mha patch_mask8\label05\image112.mha
patch_mask8\origin\hist05\image113.mha patch_mask8\label05\image113.mha
patch_mask8\origin\hist05\image114.mha patch_mask8\label05\image114.mha
patch_mask8\origin\hist05\image115.mha patch_mask8\label05\image115.mha
patch_mask8\origin\hist05\image116.mha patch_mask8\label05\image116.mha
patch_mask8\origin\hist05\image117.mha patch_mask8\label05\image117.mha
patch_mask8\origin\hist05\image118.mha patch_mask8\label05\image118.mha
patch_mask8\origin\hist05\image119.mha patch_mask8\label05\image119.mha
patch_mask8\origin\hist05\image120.mha patch_mask8\label05\image120.mha
patch_mask8\origin\hist05\image121.mha patch_mask8\label05\image121.mha
patch_mask8\origin\hist05\image122.mha patch_mask8\label05\image122.mha
patch_mask8\origin\hist05\image123.mha patch_mask8\label05\image123.mha
patch_mask8\origin\hist05\image124.mha patch_mask8\label05\image124.mha
patch_mask8\origin\hist05\image125.mha patch_mask8\label05\image125.mha
patch_mask8\origin\hist05\image126.mha patch_mask8\label05\image126.mha
patch_mask8\origin\hist05\image127.mha patch_mask8\label05\image127.mha
patch_mask8\origin\hist05\image128.mha patch_mask8\label05\image128.mha
patch_mask8\origin\hist05\image129.mha patch_mask8\label05\image129.mha
patch_mask8\origin\hist05\image130.mha patch_mask8\label05\image130.mha
patch_mask8\origin\hist05\image131.mha patch_mask8\label05\image131.mha
patch_mask8\origin\hist05\image132.mha patch_mask8\label05\image132.mha
patch_mask8\origin\hist05\image133.mha patch_mask8\label05\image133.mha
patch_mask8\origin\hist05\image134.mha patch_mask8\label05\image134.mha
patch_mask8\origin\hist05\image135.mha patch_mask8\label05\image135.mha
patch_mask8\origin\hist05\image136.mha patch_mask8\label05\image136.mha
patch_mask8\origin\hist05\image137.mha patch_mask8\label05\image137.mha
patch_mask8\origin\hist05\image138.mha patch_mask8\label05\image138.mha
patch_mask8\origin\hist05\image139.mha patch_mask8\label05\image139.mha
